Start,Thu, 14 Feb 2019 00:27:50 
End,Thu, 14 Feb 2019 00:27:55 
Starting time: Thu, 14 Feb 2019 06:18:39 
Starting time: Thu, 14 Feb 2019 06:27:45 
Ending time: Thu, 14 Feb 2019 06:28:21 
Starting time: Thu, 14 Feb 2019 06:28:27 
Starting time: Thu, 14 Feb 2019 06:29:08 
Ending time: Thu, 14 Feb 2019 06:29:51 
Starting time: Thu, 14 Feb 2019 06:30:00 
Starting time: Thu, 14 Feb 2019 06:34:16 
Ending time: Thu, 14 Feb 2019 13:00:14 
Starting time: Thu, 14 Feb 2019 22:43:03 
Ending time: Thu, 14 Feb 2019 22:45:18 
Starting time: Thu, 14 Feb 2019 22:45:40 
Starting time: Thu, 14 Feb 2019 23:00:32 
Starting time: Thu, 14 Feb 2019 23:02:43 
Starting time: Thu, 14 Feb 2019 23:10:21 
Starting time: Thu, 14 Feb 2019 23:13:35 
Ending time: Thu, 14 Feb 2019 23:14:16 
Starting time: Thu, 14 Feb 2019 23:16:42 
Ending time: Thu, 14 Feb 2019 23:17:40 
Starting time: Thu, 14 Feb 2019 23:17:45 
Starting time: Thu, 14 Feb 2019 23:19:39 
Starting time: Thu, 14 Feb 2019 23:44:58 
Starting time: Thu, 14 Feb 2019 23:51:56 
Starting time: Thu, 14 Feb 2019 23:51:58 
Ending time: Thu, 14 Feb 2019 23:52:44 
Starting time: Fri, 15 Feb 2019 00:28:56 
Ending time: Fri, 15 Feb 2019 00:30:30 
Starting time: Fri, 15 Feb 2019 00:30:50 
Ending time: Fri, 15 Feb 2019 00:32:35 
Starting time: Fri, 15 Feb 2019 00:32:45 
Starting time: Fri, 15 Feb 2019 02:51:42 
Ending time: Fri, 15 Feb 2019 02:52:56 
Starting time: Fri, 15 Feb 2019 03:24:51 
Starting time: Sat, 16 Feb 2019 22:02:17 
Ending time: Sat, 16 Feb 2019 22:04:18 
Starting time: Sat, 16 Feb 2019 22:09:10 
Starting time: Sat, 16 Feb 2019 22:11:00 
Starting time: Sat, 16 Feb 2019 22:13:29 
Starting time: Sat, 16 Feb 2019 22:15:29 
Starting time: Sat, 16 Feb 2019 22:21:14 
Starting time: Sat, 16 Feb 2019 22:22:16 
Starting time: Sat, 16 Feb 2019 23:44:59 
Starting time: Sat, 16 Feb 2019 23:46:59 
Starting time: Sat, 16 Feb 2019 23:48:19 
Starting time: Sat, 16 Feb 2019 23:56:04 
Starting time: Sat, 16 Feb 2019 23:57:15 
Starting time: Sat, 16 Feb 2019 23:59:21 
Starting time: Sun, 17 Feb 2019 00:02:23 
Starting time: Sun, 17 Feb 2019 00:02:52 
Starting time: Sun, 17 Feb 2019 00:03:47 
Starting time: Sun, 17 Feb 2019 00:04:51 
Starting time: Sun, 17 Feb 2019 00:06:19 
Starting time: Sun, 17 Feb 2019 02:38:36 
Starting time: Sun, 17 Feb 2019 02:40:05 
Ending time: Sun, 17 Feb 2019 02:40:42 
Starting time: Sun, 17 Feb 2019 02:40:54 
Starting time: Sun, 17 Feb 2019 02:42:51 
Starting time: Sun, 17 Feb 2019 02:46:32 
Starting time: Sun, 17 Feb 2019 02:47:42 
Starting time: Sun, 17 Feb 2019 02:50:17 
Ending time: Sun, 17 Feb 2019 02:50:58 
Starting time: Mon, 18 Feb 2019 07:21:54 
Starting time: Mon, 18 Feb 2019 07:31:16 
Ending time: Mon, 18 Feb 2019 07:31:37 
Starting time: Mon, 18 Feb 2019 07:31:42 
Ending time: Mon, 18 Feb 2019 07:32:25 
